Make,Year,Engine Fuel Type,Engine Cylinders,Vehicle Style,highway MPG,city mpg,MSRP,Transmission Type_AUTOMATED_MANUAL,Transmission Type_AUTOMATIC,Transmission Type_DIRECT_DRIVE,Transmission Type_MANUAL,Transmission Type_UNKNOWN,Vehicle Size_Compact,Vehicle Size_Large,Vehicle Size_Midsize,Driven_Wheels_all wheel drive,Driven_Wheels_four wheel drive,Driven_Wheels_front wheel drive,Driven_Wheels_rear wheel drive
18,24,9,1,0,0.11016949152542373,0.26277372262773724,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,24,9,1,0,0.10734463276836158,0.22627737226277372,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,24,9,1,0,0.10734463276836158,0.22627737226277372,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,24,9,1,0,0.10734463276836158,0.22627737226277372,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,24,9,1,0,0.11016949152542373,0.26277372262773724,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,24,9,1,0,0.11016949152542373,0.26277372262773724,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,25,9,1,0,0.10734463276836158,0.22627737226277372,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,25,9,1,0,0.11016949152542373,0.26277372262773724,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,25,9,1,0,0.10734463276836158,0.22627737226277372,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,25,9,1,0,0.10734463276836158,0.22627737226277372,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,25,9,1,0,0.11016949152542373,0.26277372262773724,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,25,9,1,0,0.11016949152542373,0.26277372262773724,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,26,9,1,0,0.10734463276836158,0.22627737226277372,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,26,9,1,0,0.10734463276836158,0.22627737226277372,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,26,9,1,0,0.11016949152542373,0.26277372262773724,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,26,9,1,0,0.10734463276836158,0.22627737226277372,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,26,9,1,0,0.11016949152542373,0.26277372262773724,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,26,9,1,0,0.11016949152542373,0.26277372262773724,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
45,0,9,3,14,0.062146892655367235,0.12408759124087591,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45,1,9,3,14,0.062146892655367235,0.12408759124087591,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45,2,9,3,14,0.062146892655367235,0.12408759124087591,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10,16,8,3,8,0.06497175141242938,0.10948905109489052,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,16,8,3,6,0.06497175141242938,0.10948905109489052,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,16,8,3,6,0.062146892655367235,0.10948905109489052,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,16,8,3,8,0.06497175141242938,0.10948905109489052,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,16,8,3,8,0.062146892655367235,0.10948905109489052,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,16,8,3,6,0.06497175141242938,0.10948905109489052,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,17,8,3,6,0.06497175141242938,0.10948905109489052,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,17,8,3,6,0.06497175141242938,0.10948905109489052,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,17,8,3,0,0.06497175141242938,0.10948905109489052,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,17,8,3,0,0.06497175141242938,0.10948905109489052,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,18,8,3,6,0.06497175141242938,0.10948905109489052,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,18,8,3,0,0.06497175141242938,0.10948905109489052,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
18,23,9,3,2,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,23,9,3,2,0.07909604519774012,0.1386861313868613,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
18,23,9,3,2,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,23,9,1,2,0.08757062146892655,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,23,9,3,2,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,23,9,1,2,0.08757062146892655,0.16058394160583941,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,23,9,3,2,0.07909604519774012,0.1386861313868613,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
18,23,9,1,2,0.08757062146892655,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,24,9,3,2,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,24,9,1,2,0.08757062146892655,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,24,9,1,2,0.08757062146892655,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,24,9,1,2,0.08757062146892655,0.16058394160583941,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,24,9,3,2,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,24,9,3,2,0.07909604519774012,0.1386861313868613,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
18,24,9,3,2,0.07909604519774012,0.1386861313868613,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
18,24,9,3,2,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,25,9,1,2,0.08757062146892655,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,25,9,3,2,0.07909604519774012,0.1386861313868613,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
18,25,9,3,2,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,25,9,3,2,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,25,9,1,2,0.08757062146892655,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,25,9,3,2,0.07909604519774012,0.1386861313868613,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
18,25,9,1,2,0.08757062146892655,0.16058394160583941,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,25,9,3,2,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
42,26,9,1,3,0.096045197740113,0.21897810218978103,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42,26,9,1,3,0.08757062146892655,0.1678832116788321,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42,26,9,1,3,0.096045197740113,0.1897810218978102,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42,26,9,1,3,0.096045197740113,0.1897810218978102,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42,26,9,1,3,0.08757062146892655,0.1678832116788321,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42,26,9,1,3,0.096045197740113,0.21897810218978103,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42,27,9,1,3,0.0847457627118644,0.1678832116788321,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42,27,9,1,3,0.09322033898305085,0.1897810218978102,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42,27,9,1,3,0.09322033898305085,0.1897810218978102,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42,27,9,1,3,0.0847457627118644,0.1678832116788321,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
14,19,4,4,14,0.06779661016949153,0.11678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14,20,4,4,14,0.06779661016949153,0.11678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14,21,4,4,14,0.06779661016949153,0.11678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
9,26,9,1,14,0.11864406779661017,0.20437956204379562,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,26,9,1,14,0.1016949152542373,0.18248175182481752,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,26,9,1,14,0.10734463276836158,0.1897810218978102,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,26,9,1,14,0.10734463276836158,0.1897810218978102,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,26,9,1,14,0.10734463276836158,0.1897810218978102,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,26,9,1,14,0.11016949152542373,0.1897810218978102,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,26,9,1,14,0.1016949152542373,0.18248175182481752,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,26,9,1,14,0.10734463276836158,0.1897810218978102,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,26,9,1,14,0.09887005649717515,0.16058394160583941,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,25,9,1,14,0.1016949152542373,0.18248175182481752,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,25,9,1,14,0.10734463276836158,0.1897810218978102,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,25,9,1,14,0.11864406779661017,0.20437956204379562,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,25,9,1,14,0.1016949152542373,0.18248175182481752,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,25,9,1,14,0.10734463276836158,0.1897810218978102,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,25,9,1,14,0.10734463276836158,0.1897810218978102,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,25,9,1,14,0.09887005649717515,0.16058394160583941,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,25,9,1,14,0.10734463276836158,0.1897810218978102,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,25,9,1,14,0.11016949152542373,0.1897810218978102,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,25,0,1,14,0.12994350282485875,0.19708029197080293,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,26,9,1,14,0.11864406779661017,0.21897810218978103,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,26,9,1,14,0.11581920903954802,0.2116788321167883,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,26,9,1,14,0.11581920903954802,0.2116788321167883,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,26,9,1,14,0.11864406779661017,0.21897810218978103,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,26,9,1,14,0.11581920903954802,0.2116788321167883,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,26,9,1,14,0.11864406779661017,0.21897810218978103,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,27,9,1,2,0.10734463276836158,0.2116788321167883,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9,27,9,1,2,0.10451977401129943,0.20437956204379562,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9,27,9,1,14,0.11299435028248588,0.21897810218978103,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,27,9,1,14,0.11016949152542373,0.20437956204379562,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,27,9,1,14,0.11016949152542373,0.20437956204379562,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,27,9,1,14,0.11016949152542373,0.2116788321167883,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,27,9,1,14,0.11016949152542373,0.20437956204379562,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,27,9,1,14,0.11299435028248588,0.21897810218978103,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,27,9,1,2,0.10451977401129943,0.20437956204379562,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
24,25,9,1,2,0.11299435028248588,0.31386861313868614,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
24,26,9,1,2,0.11299435028248588,0.31386861313868614,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
24,27,9,1,2,0.11299435028248588,0.31386861313868614,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8,26,7,1,14,0.08757062146892655,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8,26,8,3,14,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,26,9,3,14,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,26,9,3,14,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,26,9,3,14,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,26,7,1,14,0.08757062146892655,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8,26,8,3,14,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,26,9,3,14,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,26,8,3,14,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,27,8,3,14,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,27,9,3,14,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,27,8,3,14,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,27,7,1,14,0.0847457627118644,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8,27,9,3,14,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,27,7,1,14,0.0847457627118644,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8,27,8,3,14,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,27,9,3,14,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,27,9,3,14,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,22,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,22,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,22,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,22,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,22,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,22,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,23,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,23,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,23,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,23,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,23,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,23,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,24,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,24,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,24,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,24,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,24,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,24,9,3,8,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,23,8,4,8,0.05367231638418079,0.10218978102189781,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,24,8,4,8,0.05367231638418079,0.10218978102189781,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,25,8,4,8,0.05367231638418079,0.10218978102189781,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,22,8,4,15,0.05367231638418079,0.10218978102189781,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,23,8,4,15,0.05367231638418079,0.10218978102189781,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,24,8,4,15,0.05367231638418079,0.10218978102189781,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,24,8,4,14,0.05367231638418079,0.10218978102189781,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,26,8,4,14,0.059322033898305086,0.10218978102189781,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8,27,8,4,14,0.059322033898305086,0.10218978102189781,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8,22,9,3,15,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,22,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,22,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,22,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,22,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,22,9,3,15,0.07627118644067797,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,22,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,22,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,23,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,23,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,23,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,23,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,23,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,23,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,23,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,23,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,24,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,24,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,24,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,24,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,24,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,24,9,3,15,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,25,4,3,14,0.07344632768361582,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,25,7,1,14,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
