Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Vehicle Style,highway MPG,city mpg,MSRP,Vehicle Size_Compact,Vehicle Size_Large,Vehicle Size_Midsize,Driven_Wheels_all wheel drive,Driven_Wheels_front wheel drive,Driven_Wheels_rear wheel drive,Number of Doors_2,Number of Doors_3,Number of Doors_4,Transmission Type_AUTOMATED_MANUAL,Transmission Type_AUTOMATIC,Transmission Type_DIRECT_DRIVE,Transmission Type_MANUAL,Transmission Type_UNKNOWN
37,25,8,0.5594405594405595,3,6,0.06779661016949153,0.12408759124087591,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,25,8,0.4745254745254745,3,8,0.05649717514124294,0.10948905109489052,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,25,8,0.3996003996003996,3,6,0.07627118644067797,0.1386861313868613,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,25,8,0.3996003996003996,3,6,0.07344632768361582,0.13138686131386862,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,25,8,0.42957042957042957,3,6,0.07062146892655367,0.13138686131386862,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,25,8,0.34965034965034963,3,8,0.07344632768361582,0.13138686131386862,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,25,8,0.3996003996003996,3,8,0.07344632768361582,0.13138686131386862,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.34965034965034963,3,6,0.07344632768361582,0.1386861313868613,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.42957042957042957,3,8,0.07344632768361582,0.13138686131386862,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.3996003996003996,3,8,0.07344632768361582,0.13138686131386862,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.42957042957042957,3,6,0.07062146892655367,0.13138686131386862,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.34965034965034963,3,8,0.07627118644067797,0.1386861313868613,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.3996003996003996,3,8,0.07627118644067797,0.1386861313868613,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.42957042957042957,3,6,0.07062146892655367,0.13138686131386862,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.34965034965034963,3,8,0.07627118644067797,0.1386861313868613,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.5194805194805194,3,8,0.06779661016949153,0.12408759124087591,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,26,8,0.34965034965034963,3,6,0.07344632768361582,0.1386861313868613,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.34965034965034963,3,8,0.07344632768361582,0.13138686131386862,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.42957042957042957,3,8,0.07344632768361582,0.13138686131386862,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.42957042957042957,3,8,0.07344632768361582,0.13138686131386862,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.34965034965034963,3,8,0.07627118644067797,0.1386861313868613,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.5594405594405595,3,6,0.06779661016949153,0.12408759124087591,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,26,8,0.34965034965034963,3,6,0.07627118644067797,0.1386861313868613,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.3996003996003996,3,8,0.07344632768361582,0.13138686131386862,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.34965034965034963,3,8,0.07627118644067797,0.1386861313868613,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.3996003996003996,3,6,0.07627118644067797,0.1386861313868613,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.3996003996003996,3,6,0.07344632768361582,0.13138686131386862,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.34965034965034963,3,6,0.07627118644067797,0.1386861313868613,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,26,8,0.5194805194805194,3,6,0.06779661016949153,0.12408759124087591,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,26,8,0.5594405594405595,3,8,0.06779661016949153,0.12408759124087591,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,26,8,0.4745254745254745,3,8,0.05649717514124294,0.10948905109489052,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,26,8,0.4995004995004995,3,8,0.05649717514124294,0.10218978102189781,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,27,8,0.5394605394605395,3,8,0.08192090395480225,0.145985401459854,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,27,8,0.3696303696303696,3,8,0.07909604519774012,0.1386861313868613,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,27,8,0.5794205794205795,3,6,0.07909604519774012,0.145985401459854,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,27,8,0.4195804195804196,3,6,0.07909604519774012,0.145985401459854,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,27,8,0.4195804195804196,3,8,0.07909604519774012,0.145985401459854,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,27,8,0.4195804195804196,3,8,0.07909604519774012,0.145985401459854,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,27,8,0.4195804195804196,3,8,0.07909604519774012,0.145985401459854,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,27,8,0.3696303696303696,3,8,0.08192090395480225,0.145985401459854,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,27,8,0.3696303696303696,3,6,0.08192090395480225,0.145985401459854,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,27,8,0.5394605394605395,3,6,0.08192090395480225,0.145985401459854,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,27,8,0.5794205794205795,3,8,0.07909604519774012,0.145985401459854,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,27,8,0.3696303696303696,3,6,0.08192090395480225,0.145985401459854,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,27,8,0.4195804195804196,3,6,0.07909604519774012,0.145985401459854,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,27,8,0.3696303696303696,3,8,0.08192090395480225,0.145985401459854,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,3,9,0.34465534465534464,4,0,0.0480225988700565,0.08029197080291971,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,4,9,0.34465534465534464,4,0,0.0480225988700565,0.08029197080291971,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,5,9,0.34465534465534464,4,0,0.0480225988700565,0.08029197080291971,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,3,9,0.19480519480519481,3,14,0.062146892655367235,0.12408759124087591,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
29,4,9,0.1928071928071928,3,14,0.062146892655367235,0.12408759124087591,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
29,5,9,0.1928071928071928,3,14,0.062146892655367235,0.12408759124087591,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,3,9,0.11388611388611389,1,14,0.07062146892655367,0.12408759124087591,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,3,9,0.11388611388611389,1,15,0.07062146892655367,0.12408759124087591,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,3,9,0.16183816183816183,1,14,0.062146892655367235,0.12408759124087591,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,3,9,0.16183816183816183,1,15,0.062146892655367235,0.12408759124087591,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,4,9,0.11388611388611389,1,14,0.06779661016949153,0.12408759124087591,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,4,9,0.11388611388611389,1,15,0.06779661016949153,0.12408759124087591,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,4,9,0.16183816183816183,1,14,0.062146892655367235,0.12408759124087591,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,4,9,0.16183816183816183,1,15,0.062146892655367235,0.12408759124087591,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,5,9,0.16183816183816183,1,14,0.062146892655367235,0.12408759124087591,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,5,9,0.16183816183816183,1,15,0.06779661016949153,0.12408759124087591,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,5,9,0.16183816183816183,1,15,0.062146892655367235,0.12408759124087591,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,5,9,0.11388611388611389,1,14,0.06779661016949153,0.12408759124087591,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
37,0,9,0.2077922077922078,1,0,0.06779661016949153,0.10948905109489052,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,0,9,0.2077922077922078,1,6,0.06779661016949153,0.10948905109489052,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,1,9,0.2077922077922078,1,6,0.06779661016949153,0.10948905109489052,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,1,9,0.2077922077922078,1,0,0.06779661016949153,0.10948905109489052,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,5,9,0.18081918081918083,3,15,0.06497175141242938,0.10948905109489052,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,5,9,0.18081918081918083,3,14,0.06497175141242938,0.10948905109489052,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,6,9,0.18081918081918083,3,14,0.06779661016949153,0.11678832116788321,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,6,9,0.18081918081918083,3,15,0.06779661016949153,0.11678832116788321,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,7,9,0.18081918081918083,3,15,0.06779661016949153,0.11678832116788321,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,7,9,0.18081918081918083,3,14,0.06779661016949153,0.11678832116788321,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
37,3,9,0.23576423576423577,1,6,0.06779661016949153,0.10948905109489052,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,3,9,0.23576423576423577,1,8,0.06779661016949153,0.10948905109489052,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,4,9,0.23576423576423577,1,8,0.06779661016949153,0.10948905109489052,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,4,9,0.23576423576423577,1,6,0.06779661016949153,0.10948905109489052,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,5,9,0.23576423576423577,1,8,0.06779661016949153,0.10948905109489052,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,5,9,0.23576423576423577,1,6,0.06779661016949153,0.10948905109489052,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,25,0,0.14985014985014986,1,14,0.12146892655367232,0.22627737226277372,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,25,0,0.14985014985014986,1,14,0.12146892655367232,0.22627737226277372,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,25,7,0.21978021978021978,1,14,0.09322033898305085,0.17518248175182483,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,25,7,0.16983016983016982,1,6,0.09887005649717515,0.17518248175182483,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,25,7,0.16983016983016982,1,14,0.09322033898305085,0.1678832116788321,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,25,7,0.21978021978021978,1,14,0.09322033898305085,0.17518248175182483,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,25,7,0.16983016983016982,1,6,0.09887005649717515,0.17518248175182483,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,25,7,0.21978021978021978,1,14,0.09322033898305085,0.17518248175182483,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,25,0,0.14985014985014986,1,14,0.12146892655367232,0.22627737226277372,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,25,7,0.21978021978021978,1,6,0.0903954802259887,0.1678832116788321,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,25,7,0.16983016983016982,1,14,0.09322033898305085,0.1678832116788321,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,25,7,0.16983016983016982,1,6,0.09887005649717515,0.17518248175182483,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,25,7,0.21978021978021978,1,6,0.0903954802259887,0.1678832116788321,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,25,7,0.21978021978021978,1,6,0.0903954802259887,0.1678832116788321,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,25,7,0.16983016983016982,1,14,0.09322033898305085,0.1678832116788321,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.21978021978021978,1,14,0.09322033898305085,0.17518248175182483,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.21978021978021978,1,6,0.0903954802259887,0.1678832116788321,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.21978021978021978,1,14,0.09322033898305085,0.17518248175182483,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,26,0,0.14985014985014986,1,14,0.12146892655367232,0.22627737226277372,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.21978021978021978,1,14,0.09322033898305085,0.17518248175182483,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.16983016983016982,1,6,0.09887005649717515,0.17518248175182483,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.16983016983016982,1,6,0.09887005649717515,0.17518248175182483,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.16983016983016982,1,14,0.09322033898305085,0.1678832116788321,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.16983016983016982,1,6,0.09887005649717515,0.17518248175182483,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.21978021978021978,1,6,0.0903954802259887,0.1678832116788321,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,26,0,0.14985014985014986,1,14,0.12146892655367232,0.22627737226277372,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.16983016983016982,1,14,0.09322033898305085,0.1678832116788321,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,26,0,0.14985014985014986,1,14,0.12146892655367232,0.22627737226277372,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.21978021978021978,1,6,0.0903954802259887,0.1678832116788321,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.21978021978021978,1,14,0.09322033898305085,0.17518248175182483,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.16983016983016982,1,14,0.09322033898305085,0.1678832116788321,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.16983016983016982,1,14,0.09322033898305085,0.1678832116788321,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.16983016983016982,1,6,0.09887005649717515,0.17518248175182483,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,26,7,0.21978021978021978,1,6,0.0903954802259887,0.1678832116788321,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,26,0,0.14985014985014986,1,14,0.12146892655367232,0.22627737226277372,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,27,7,0.21978021978021978,1,14,0.09887005649717515,0.1897810218978102,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,27,7,0.18581418581418582,1,14,0.09887005649717515,0.1897810218978102,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,27,7,0.21978021978021978,1,14,0.09887005649717515,0.1897810218978102,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,27,7,0.18581418581418582,1,6,0.096045197740113,0.18248175182481752,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,27,7,0.18581418581418582,1,14,0.09887005649717515,0.1897810218978102,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,27,7,0.21978021978021978,1,6,0.096045197740113,0.18248175182481752,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,27,7,0.21978021978021978,1,6,0.096045197740113,0.18248175182481752,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,27,7,0.21978021978021978,1,6,0.096045197740113,0.18248175182481752,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,27,7,0.18581418581418582,1,14,0.09887005649717515,0.1897810218978102,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,27,7,0.18581418581418582,1,6,0.096045197740113,0.18248175182481752,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,27,7,0.18581418581418582,1,6,0.096045197740113,0.18248175182481752,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,27,7,0.21978021978021978,1,14,0.09887005649717515,0.1897810218978102,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,27,7,0.2517482517482518,1,15,0.07909604519774012,0.1678832116788321,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,27,7,0.2517482517482518,1,15,0.07909604519774012,0.1678832116788321,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,27,7,0.2517482517482518,1,15,0.07909604519774012,0.1678832116788321,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,25,8,0.21978021978021978,1,14,0.08757062146892655,0.16058394160583941,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,25,8,0.21978021978021978,1,14,0.08757062146892655,0.16058394160583941,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,25,8,0.21978021978021978,1,14,0.0903954802259887,0.16058394160583941,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3,25,8,0.21978021978021978,1,14,0.0903954802259887,0.17518248175182483,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,25,8,0.21978021978021978,1,14,0.0903954802259887,0.16058394160583941,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3,25,8,0.21978021978021978,1,14,0.0903954802259887,0.17518248175182483,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,25,8,0.21978021978021978,1,14,0.0903954802259887,0.16058394160583941,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3,25,8,0.21978021978021978,1,14,0.0903954802259887,0.17518248175182483,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,25,8,0.21978021978021978,1,14,0.08757062146892655,0.16058394160583941,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,26,8,0.21978021978021978,1,14,0.0903954802259887,0.16058394160583941,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3,26,8,0.21978021978021978,1,14,0.08757062146892655,0.16058394160583941,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,26,8,0.21978021978021978,1,14,0.08757062146892655,0.16058394160583941,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,26,8,0.21978021978021978,1,14,0.08757062146892655,0.16058394160583941,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,26,8,0.21978021978021978,1,14,0.08757062146892655,0.16058394160583941,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
